,date_pulled,id,video_title,video_url,creator,creator_nickname,creator_id,creator_verified,digg,share,comment,play,original_item,sound_id,sound_title,sound_author,sound_orignal,sound_url,sound_transcribed
0,2022-02-02 18:01:27.138335,7037034323417107759,EXCUSE MI THIS FANSERVICE THO 😩 #fyp #bts #btsarmy #btsconcert2021 #taehyung #ptdonstage #btsv,https://v16-webapp.tiktok.com/fac4f69b75f2323d8c558f0615efa72d/61fb8be5/video/tos/maliva/tos-maliva-ve-0068c799-us/50ea1eb4a2e340708cece1893b15abec/?a=1988&br=1736&bt=868&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThfT~.lXq&l=2022020302012601024524416501D0C9E4&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3JyOTU6Zjg7OTMzZzczNEApZDlmaGQ2Z2U6N2g8ZTkzO2c0aDJpcjQwcmhgLS1kMS9zczM2MGA0MjVhXzQtLl41Xl86Yw%3D%3D&vl=&vr=,mindeetran,𝙢𝙞𝙣𝙙𝙮 ☆彡,6726613606257050629,False,11100000,414200,135300,62800000,False,7036851395403729710,original sound,Ian Asher,True,https://sf16.tiktokcdn-us.com/obj/ies-music-tx/7036851289006869295.mp3,
1,2022-02-02 18:01:27.245814,7046322195043388719,#cute #dog,https://v16-webapp.tiktok.com/ac75cac1f14f49f866aa5a736dd9f5c1/61fb8bde/video/tos/useast5/tos-useast5-ve-0068c001-tx/3d6c51aea185415e9553fb4d170b7031/?a=1988&br=4606&bt=2303&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThfT~.lXq&l=2022020302012601024524416501D0C9E4&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3duaTs6ZmxyOjMzZzczNEApNTdkaWZoNTxpN2VoZmVpPGdlNm9wcjRnczFgLS1kMS9zczFgMjMzLTUuYTVjNi1fNS86Yw%3D%3D&vl=&vr=,cutepetowner777,Tik Toker,6943428290452882437,False,5000000,200100,39900,55000000,False,6970710251062545157,original sound,kerrieyneu61,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6970710309950491398.mp3,
2,2022-02-02 18:01:27.340330,7055166952427310337,IM SORRY IM DONE 💀📞,https://v16-webapp.tiktok.com/365ef4f4d9c371a698200f2566af71b0/61fb8bde/video/tos/alisg/tos-alisg-pve-0037c001/fdc706c2645f474b93e8862484f1014f/?a=1988&br=2844&bt=1422&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThfT~.lXq&l=2022020302012601024524416501D0C9E4&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzZ2cTM6ZjZpOjMzODczNEApNWgzaDQ1M2U3NzU8NDU3Zmdubmo0cjQwbWhgLS1kMS1zczBiLTYvMDRhMjI1MTE0NS06Yw%3D%3D&vl=&vr=,vlad.hoshin,HOSHIN,6568336230509133830,True,1900000,20000,39400,14300000,False,7040826829543951110,Lollipop,<3,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7040826800779414277.mp3,
3,2022-02-02 18:01:27.411781,7058749359885749551,This how we start off my sister’s day.,https://v16-webapp.tiktok.com/8437fd5291c4c081767d2f3c717c6693/61fb8bdd/video/tos/maliva/tos-maliva-ve-0068c799-us/0ee4fb19f8b643a28c6a488271e6212a/?a=1988&br=2926&bt=1463&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThfT~.lXq&l=2022020302012601024524416501D0C9E4&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzs0bDc6Zjd1OjMzZzczNEApOTs5Ojg5PGVkN2U8ZDlmZmc0MGFqcjRfYG5gLS1kMS9zczEuMzAvXjUyNC1hMC5eMmE6Yw%3D%3D&vl=&vr=,otakoyakisoba,otakoyakisoba,6763517179218330630,True,2100000,54200,15600,21400000,False,7058749338373311278,original sound,otakoyakisoba,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7058749355901176623.mp3,
4,2022-02-02 18:01:27.514328,7056270827335027970,muốn lé luôn,https://v16-webapp.tiktok.com/87d512786b50e48806b06177f1733c89/61fb8be1/video/tos/alisg/tos-alisg-pve-0037c001/433e69d9e4ae422e970a80722a247a60/?a=1988&br=1680&bt=840&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThfT~.lXq&l=2022020302012601024524416501D0C9E4&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2ZmazQ6ZmhoOjMzODczNEApZWQ6aTVmMzszNzY8NzpoNWc2MGZqcjQwYmpgLS1kMS1zczMzXjI2XzNfLjQyLzAxLjI6Yw%3D%3D&vl=&vr=,jenny.huynh._,jenny huynh,81481266411225088,False,1600000,2546,9314,14400000,False,7052115427308145434,Đến đây với em nào,bảo trân,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7052115428398615323.mp3,
